nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
POL,"FW,MF",31,1985,5.8,197,193,4,1,0,1,17,2,1,0,1,0,137,0,14
NED,DF,25,1991,11.0,615,595,19,17,0,6,1,2,0,0,0,0,531,1,3
USA,DF,24,1993,8.1,370,341,28,28,0,2,0,0,0,0,0,0,317,1,5
CRO,FW,19,1998,9.7,338,320,16,6,0,4,37,0,10,1,6,1,243,2,16
FRA,MF,26,1990,26.7,1372,1350,21,16,0,22,12,5,0,0,0,0,1159,1,19
ENG,FW,19,1998,1.0,15,15,0,0,0,0,2,0,0,0,0,0,9,0,1
BEL,GK,25,1992,34.0,1337,948,383,95,0,3,0,0,0,0,0,0,888,6,1
BEL,FW,19,1997,10.0,196,181,15,0,0,0,8,1,0,0,0,0,149,0,11
COD,DF,24,1993,13.9,744,679,65,23,0,13,23,42,0,0,0,0,610,0,11
GER,FW,32,1985,10.4,213,188,24,1,0,2,5,0,0,0,0,0,132,1,6
GER,MF,23,1994,27.3,1451,1267,176,104,2,34,114,3,63,31,26,2,1144,8,29
GER,DF,19,1997,17.3,924,874,48,44,0,7,1,4,0,0,0,0,793,2,12
GER,DF,19,1998,3.0,149,146,3,2,0,1,4,1,0,0,0,0,113,0,1
NED,DF,33,1983,29.0,1721,1406,308,39,0,17,61,269,0,0,0,0,1332,7,49
CMR,"FW,MF",25,1992,1.8,73,73,0,0,0,1,8,0,0,0,0,0,47,0,6
SUI,"FW,MF",25,1991,7.3,232,217,14,1,0,6,9,13,0,0,0,0,179,1,7
NED,MF,20,1996,6.6,251,248,3,3,0,4,3,0,0,0,0,0,212,0,2
GER,DF,25,1992,23.4,1432,1393,37,33,0,11,3,4,0,0,0,0,1215,2,8
GER,DF,27,1990,0.9,29,24,5,1,0,1,0,4,0,0,0,0,17,0,1
NGA,"FW,MF",18,1998,3.2,89,86,3,0,0,0,5,0,0,0,0,0,57,0,4
BRA,DF,22,1995,17.9,1023,827,194,25,0,19,45,169,0,0,0,0,753,2,41
GER,"DF,MF",23,1994,13.6,647,562,80,7,0,6,24,73,0,0,0,0,489,5,22
TUR,"FW,MF",25,1992,24.9,854,798,53,17,3,3,47,8,23,9,10,0,641,3,26
ISL,FW,29,1989,14.8,327,286,38,0,2,1,4,3,0,0,0,0,220,3,20
GER,GK,31,1987,14.6,483,323,158,30,0,0,0,0,0,0,0,0,330,2,0
GER,"FW,MF",27,1990,22.8,562,535,23,0,0,4,82,19,0,0,0,0,299,4,47
BRA,"MF,FW",30,1988,11.2,390,381,8,2,0,5,16,6,0,0,0,0,267,1,16
GER,"MF,FW",33,1985,0.8,29,28,1,0,0,0,0,1,0,0,0,0,24,0,0
GER,MF,34,1984,31.3,1626,1536,83,56,3,9,20,25,0,0,0,0,1229,7,31
GER,GK,28,1990,4.0,119,82,35,6,0,0,0,0,0,0,0,0,82,2,1
GER,MF,20,1998,1.4,34,33,0,0,0,0,1,0,0,0,0,0,24,1,1
FIN,"FW,MF",20,1997,2.3,57,54,2,0,0,0,2,2,0,0,0,0,31,1,6
AUT,"MF,FW",27,1991,3.3,64,64,0,0,0,0,1,0,0,0,0,0,36,0,5
SUI,GK,20,1997,15.4,528,369,157,38,0,1,0,0,0,0,0,0,370,2,1
CZE,MF,28,1989,8.4,399,396,2,2,1,2,0,0,0,0,0,0,313,1,9
GER,DF,33,1984,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
NED,DF,27,1991,23.2,1220,1149,65,60,1,27,5,5,0,0,0,0,933,6,17
KOR,"MF,FW",27,1991,9.9,383,370,10,1,1,5,14,3,0,0,0,0,269,3,8
FRA,DF,28,1990,28.0,1406,1024,377,45,0,10,122,277,55,7,36,6,1104,5,31
CRO,MF,19,1999,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
GER,FW,29,1989,2.9,78,71,7,0,0,0,1,0,0,0,0,0,56,0,1
AUT,DF,19,1998,13.9,623,573,48,25,0,14,1,23,0,0,0,0,451,2,11
KOR,MF,29,1989,18.2,637,630,2,2,1,8,8,0,0,0,0,0,505,5,29
GRE,DF,24,1993,10.2,561,452,106,11,0,11,32,85,10,1,3,4,434,3,10
GER,"MF,FW",20,1997,15.8,475,447,25,2,5,3,33,6,0,0,0,0,314,3,23
AUT,DF,25,1992,17.5,860,819,36,33,2,9,4,3,0,0,0,0,643,5,16
AUT,"MF,FW",24,1994,27.6,940,886,44,12,4,8,16,6,0,0,0,0,653,10,25
GER,"DF,MF",24,1993,28.5,1255,905,340,47,0,9,202,216,77,29,40,0,844,10,34
GER,"DF,MF",24,1994,29.2,1266,1226,35,35,1,5,7,0,0,0,0,0,1029,5,15
GER,"DF,MF",22,1995,6.1,273,208,63,2,1,2,25,61,0,0,0,0,178,2,16
ENG,DF,19,1998,5.6,303,297,4,2,0,13,1,2,0,0,0,0,243,2,0
VEN,FW,20,1997,5.9,123,116,7,0,0,0,5,2,0,0,0,0,89,0,6
GER,DF,17,2001,1.0,37,32,5,0,0,0,1,5,0,0,0,0,21,0,1
CAN,"MF,FW",17,2000,0.9,34,32,1,0,0,0,1,1,0,0,0,0,28,1,1
NED,"FW,MF",34,1984,6.3,333,300,32,2,1,0,22,19,11,7,2,1,252,1,7
FRA,MF,23,1994,0.6,43,42,1,1,1,2,0,0,0,0,0,0,34,0,1
AUT,DF,26,1992,28.1,2153,1843,300,30,1,9,115,265,5,0,5,0,1769,10,52
FRA,"MF,FW",35,1983,13.0,752,730,13,1,0,7,28,12,0,0,0,0,600,9,29
COL,MF,27,1991,12.6,974,866,104,28,4,12,84,9,59,14,33,0,805,4,15
ESP,MF,29,1988,14.5,910,894,14,14,1,5,4,0,0,0,0,0,794,2,15
KOR,FW,18,1999,0.1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0
GER,"DF,MF",23,1995,34.0,3026,2563,453,75,3,25,254,244,133,37,81,0,2583,10,43
GER,DF,29,1988,18.8,1616,1576,32,26,4,26,7,6,0,0,0,0,1426,8,7
FRA,"FW,MF",22,1996,15.3,680,673,5,0,1,1,55,5,0,0,0,0,539,2,28
GER,MF,23,1995,22.5,1181,1140,35,6,1,7,8,15,0,0,0,0,1022,6,21
GER,GK,32,1986,25.6,922,751,171,43,0,2,0,0,0,0,0,0,772,0,2
GER,DF,29,1988,19.7,1751,1717,28,21,3,10,3,7,0,0,0,0,1558,6,8
ALB,MF,19,1999,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
GER,DF,22,1995,29.5,2570,2525,42,36,1,32,0,6,0,0,0,0,2385,3,8
BRA,DF,32,1985,10.0,877,794,81,11,0,4,14,69,1,0,0,0,812,2,9
POR,MF,20,1997,6.4,368,347,21,3,0,1,20,10,8,7,1,0,323,0,5
POL,FW,29,1988,32.9,742,719,18,0,12,5,9,0,0,0,0,0,565,5,44
GER,FW,30,1987,1.6,36,36,0,0,0,0,0,0,0,0,0,0,24,0,1
GER,"FW,MF",23,1995,19.6,843,821,19,2,5,2,32,15,2,0,0,0,685,3,30
GER,GK,29,1988,8.4,256,211,44,7,0,0,0,0,0,0,0,0,214,1,0
ESP,MF,27,1991,26.8,2587,2437,146,75,3,49,69,7,62,47,2,1,2325,4,20
GER,"MF,FW",28,1989,26.4,1285,1219,55,4,5,10,52,22,6,0,1,0,923,11,50
SEN,DF,22,1996,26.4,1959,1791,165,50,1,13,24,115,0,0,0,0,1730,3,19
MAR,DF,19,1998,19.3,1577,1358,218,19,5,17,46,199,0,0,0,0,1341,1,52
BEL,MF,29,1989,31.9,2422,2333,82,73,2,18,2,9,0,0,0,0,2248,7,26
USA,FW,19,1998,10.4,531,493,34,4,1,0,39,5,25,3,16,1,397,4,25
FRA,DF,19,1999,14.1,1045,1018,27,24,0,7,0,3,0,0,0,0,918,0,8
DEN,FW,19,1998,14.1,536,509,26,4,6,3,16,7,12,8,3,0,412,1,16
ENG,"FW,MF",18,2000,27.3,1441,1308,124,17,8,2,110,21,86,29,37,0,1148,9,29
GER,"DF,MF",22,1995,16.2,1207,1179,28,28,4,18,2,0,0,0,0,0,1123,0,14
GER,MF,22,1996,7.7,457,450,1,1,7,6,1,0,0,0,0,0,374,6,10
SUI,DF,23,1995,24.5,1855,1799,54,38,0,27,2,16,0,0,0,0,1722,2,9
GER,DF,30,1988,6.3,462,379,81,13,0,0,14,68,0,0,0,0,389,2,17
GER,"MF,FW",29,1989,25.7,1064,996,58,37,4,8,39,1,6,2,2,0,842,10,35
GER,"FW,MF",26,1992,18.6,903,870,30,3,9,1,27,8,0,0,0,0,720,3,32
GER,"DF,FW",23,1995,9.2,657,570,86,6,0,0,18,77,1,1,0,0,547,1,18
SUI,GK,30,1987,2.0,64,44,20,7,0,0,0,0,0,0,0,0,51,0,0
GER,"FW,MF",24,1994,8.4,236,220,15,3,0,2,2,2,0,0,0,0,183,1,5
ESP,FW,24,1993,13.5,290,255,32,0,8,0,3,2,0,0,0,0,213,3,3
POR,"FW,DF",24,1993,17.0,1165,1053,109,35,3,3,65,37,37,10,19,0,956,3,18
SUI,GK,27,1990,32.0,1078,784,290,68,0,0,0,0,0,0,0,0,758,4,0
JPN,MF,29,1989,1.1,76,75,1,0,0,1,3,0,1,1,0,0,65,0,2
DEN,MF,26,1991,25.4,1625,1607,13,11,1,10,9,2,0,0,0,0,1380,5,27
TUR,DF,29,1989,2.6,183,179,4,3,0,0,0,1,0,0,0,0,178,0,0
POL,DF,33,1985,19.5,1339,1146,192,13,4,3,36,179,0,0,0,0,1084,1,25
GER,"MF,DF",32,1985,17.7,690,657,32,32,0,10,0,0,0,0,0,0,579,1,6
USA,MF,28,1990,17.0,679,664,13,9,2,5,4,3,0,0,0,0,501,2,13
GER,"DF,MF",25,1993,11.7,494,475,18,18,0,5,0,0,0,0,0,0,431,1,2
MAR,MF,20,1998,5.7,228,219,9,7,0,3,12,0,2,0,2,0,169,0,6
BEL,"MF,FW",23,1994,18.7,462,440,18,1,2,13,36,15,2,0,0,0,307,4,23
CRO,MF,19,1998,0.5,17,17,0,0,0,0,1,0,0,0,0,0,12,0,2
POL,"MF,FW",21,1997,6.4,153,146,7,0,0,3,6,4,1,0,0,0,102,0,5
BEL,"FW,MF",20,1997,21.9,591,562,26,5,2,10,41,2,5,3,1,0,425,3,18
CZE,GK,38,1979,2.0,37,22,15,5,0,0,0,0,0,0,0,0,28,0,0
GER,"DF,FW",24,1993,15.9,610,483,123,11,1,3,60,87,25,2,20,1,424,4,14
TUR,DF,23,1994,27.2,1440,1348,90,79,3,48,4,11,0,0,0,0,1265,2,9
TUR,"FW,MF",24,1994,10.2,283,270,11,1,0,0,9,0,0,0,0,0,197,2,16
AUT,MF,24,1993,23.5,1467,1316,147,66,8,39,85,8,58,17,34,0,1204,4,17
GER,MF,24,1994,10.5,340,332,6,6,0,2,1,0,0,0,0,0,267,2,10
POL,DF,26,1992,27.0,1169,1124,42,42,0,13,2,0,0,0,0,0,980,3,9
AUT,"DF,MF",31,1987,5.4,254,207,44,9,0,3,33,20,15,7,4,2,175,3,1
GER,FW,24,1994,9.1,285,244,40,5,1,3,24,3,10,2,8,0,183,1,9
GER,"DF,MF",26,1992,33.9,1646,1348,295,22,1,18,87,273,0,0,0,0,1233,3,40
GER,GK,34,1984,32.0,1011,593,413,95,0,4,0,0,0,0,0,0,652,5,1
GER,DF,26,1991,28.8,1373,1113,257,34,1,22,77,215,8,0,8,0,997,3,40
GER,MF,36,1982,11.7,400,393,4,0,0,1,10,3,0,0,0,0,230,3,15
GER,DF,22,1995,6.8,273,267,6,6,0,6,1,0,0,0,0,0,218,0,3
GER,FW,30,1987,20.4,452,413,37,1,5,3,4,2,0,0,0,0,296,2,25
JPN,"MF,FW",26,1992,9.8,269,244,24,3,0,4,47,3,18,3,14,0,181,1,17
BRA,MF,21,1997,2.0,64,63,1,1,0,1,3,0,0,0,0,0,42,0,2
MLI,"DF,MF",22,1996,5.8,252,245,6,4,1,0,6,2,0,0,0,0,182,1,7
CRO,"FW,MF",24,1993,22.0,548,526,17,2,7,3,43,4,0,0,0,0,293,5,29
SWE,FW,25,1993,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
MEX,DF,24,1993,5.1,269,251,18,14,0,11,0,4,0,0,0,0,215,0,1
GER,MF,27,1991,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
GER,"DF,FW",25,1993,33.7,1354,1026,317,4,0,7,116,313,0,0,0,0,850,11,62
ARG,DF,32,1986,15.8,671,646,22,20,0,13,8,2,0,0,0,0,514,3,12
SRB,"DF,FW",25,1992,32.8,1589,1158,421,37,2,10,234,335,49,14,19,0,945,10,69
DEN,GK,25,1992,1.4,55,39,16,3,0,0,0,0,0,0,0,0,34,0,0
SUI,MF,31,1986,24.7,845,841,4,3,0,0,1,1,0,0,0,0,704,0,27
POR,FW,23,1994,4.3,103,98,3,0,2,2,7,1,0,0,0,0,59,2,8
NED,"MF,DF",24,1994,8.1,357,271,85,16,1,5,53,44,25,8,13,0,233,1,15
NED,MF,30,1987,17.4,952,815,130,53,8,10,108,6,71,31,21,0,690,7,22
GER,GK,28,1990,32.6,1213,849,355,133,0,2,0,0,0,0,0,0,802,9,0
ESP,MF,24,1994,6.2,263,253,9,9,0,3,1,0,0,0,0,0,188,1,1
SRB,"FW,MF",20,1997,24.9,623,581,36,2,10,9,17,3,0,0,0,0,426,6,24
JPN,"DF,MF",34,1984,28.0,1467,1388,75,69,2,13,2,5,0,0,0,0,1244,4,8
GER,MF,22,1995,1.2,97,91,6,6,0,1,0,0,0,0,0,0,81,0,1
MEX,FW,29,1989,0.7,13,11,2,2,0,0,1,0,0,0,0,0,8,0,0
GER,DF,32,1985,4.2,111,109,2,1,1,1,0,1,0,0,0,0,80,0,2
AUT,DF,25,1992,12.7,590,566,23,14,2,5,3,9,0,0,0,0,430,1,9
SRB,MF,23,1995,18.1,617,582,30,10,4,3,25,5,13,4,5,0,429,5,23
GER,"FW,MF",30,1987,2.4,49,47,2,0,0,0,6,2,0,0,0,0,33,0,4
CIV,DF,18,1999,25.6,1120,1083,31,22,1,6,2,9,0,0,0,0,883,6,13
GER,MF,27,1990,10.3,547,505,41,18,5,2,27,2,21,8,6,0,445,1,9
GUI,DF,26,1992,6.7,302,283,19,8,0,2,1,11,0,0,0,0,220,0,1
CIV,FW,24,1994,24.2,800,752,40,2,6,0,6,2,0,0,0,0,501,8,27
ISR,"FW,DF",26,1992,1.4,51,42,9,1,0,0,6,8,0,0,0,0,32,0,3
USA,DF,28,1990,0.2,4,4,0,0,0,0,2,0,0,0,0,0,3,0,0
GER,GK,26,1992,33.0,1273,850,420,90,0,0,0,0,0,0,0,0,848,3,1
ALB,MF,28,1990,8.8,372,368,4,1,0,0,2,2,0,0,0,0,319,0,9
NGA,"DF,MF",21,1997,1.2,31,22,9,0,0,0,2,9,0,0,0,0,18,0,0
GER,"DF,MF",25,1993,32.0,1474,1066,405,39,0,9,188,316,50,30,16,0,1063,3,66
GER,FW,20,1998,0.3,4,2,2,0,0,0,0,0,0,0,0,0,2,0,1
GER,DF,24,1993,33.9,1671,1601,64,61,3,27,12,3,0,0,0,0,1361,6,18
GER,"FW,MF",27,1990,10.8,179,162,15,0,0,2,6,1,0,0,0,0,120,2,10
GER,"MF,FW",24,1994,26.0,1076,1051,22,9,2,19,19,10,0,0,0,0,842,3,35
GER,"MF,FW",30,1988,14.4,518,464,48,22,2,5,51,0,23,8,9,0,349,6,20
GER,DF,21,1997,8.6,450,434,16,13,0,5,0,3,0,0,0,0,390,0,5
GER,"FW,MF",22,1996,19.1,618,569,47,8,5,5,36,1,30,20,4,1,479,2,10
GER,FW,24,1994,11.2,258,246,12,2,0,1,10,1,0,0,0,0,170,0,13
GER,"DF,MF",25,1992,13.2,561,432,127,10,0,7,25,117,0,0,0,0,382,2,17
GER,DF,27,1991,19.0,876,843,30,30,0,9,0,0,0,0,0,0,717,3,11
GER,"MF,FW",27,1991,5.7,219,197,22,10,1,0,13,3,7,1,6,0,161,0,10
NED,GK,25,1993,1.0,29,23,6,1,0,0,0,0,0,0,0,0,23,0,0
GER,"MF,FW",31,1986,24.6,671,619,51,18,1,2,44,30,1,0,1,0,502,1,18
GER,DF,18,1999,2.5,102,88,14,2,1,2,0,12,0,0,0,0,80,0,1
GER,MF,28,1990,17.9,885,825,56,45,0,4,2,1,0,0,0,0,758,4,17
GER,FW,29,1988,21.4,523,486,33,0,0,1,8,1,0,0,0,0,349,4,17
GER,"DF,MF",22,1996,16.1,899,740,155,24,1,38,28,131,0,0,0,0,723,4,14
GER,FW,21,1997,0.0,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0
AUT,DF,22,1996,6.8,301,275,24,17,0,13,2,7,0,0,0,0,244,2,1
GER,"MF,DF",22,1996,21.1,892,865,24,16,0,13,0,5,0,0,0,0,731,3,11
HUN,MF,21,1997,5.9,150,143,7,0,0,0,9,7,0,0,0,0,114,0,5
GER,FW,22,1995,2.2,59,56,3,0,1,0,1,0,0,0,0,0,42,0,1
ITA,"MF,FW",25,1993,15.9,775,687,85,31,2,13,65,14,38,30,2,0,578,3,10
FRA,"FW,MF",28,1989,0.8,33,27,6,0,0,0,4,5,1,1,0,0,21,0,1
FRA,FW,25,1993,27.8,641,603,33,1,1,3,16,4,0,0,0,0,450,5,39
GER,MF,27,1991,12.6,742,705,33,33,2,5,5,0,0,0,0,0,652,4,5
SUI,MF,21,1996,21.8,768,756,10,3,2,6,14,7,0,0,0,0,629,2,18
USA,"DF,FW",30,1987,11.2,561,502,59,8,0,0,8,51,0,0,0,0,448,0,22
GER,MF,21,1997,22.9,905,886,10,5,4,10,23,5,0,0,0,0,734,9,36
GUI,"FW,MF",30,1988,6.1,290,260,30,4,0,3,46,9,17,6,6,0,207,0,7
GER,MF,26,1992,21.2,1125,1020,99,34,2,16,56,23,41,11,20,1,910,6,20
GER,DF,18,2000,8.0,473,422,50,7,0,2,1,43,0,0,0,0,412,1,9
SUI,FW,25,1992,2.5,63,58,5,0,0,0,3,1,0,0,0,0,56,0,1
GER,"FW,MF",29,1988,16.8,766,704,56,18,4,5,9,4,4,1,3,0,624,6,19
SVK,"MF,FW",20,1997,0.3,14,14,0,0,0,0,0,0,0,0,0,0,8,0,1
GER,DF,24,1994,26.4,1790,1727,56,45,0,42,9,11,0,0,0,0,1537,7,8
SUI,DF,27,1991,13.9,803,671,130,15,0,2,32,115,0,0,0,0,647,2,18
FRA,MF,18,1999,3.1,154,149,5,3,1,4,4,0,2,0,1,0,119,0,7
SUI,DF,21,1996,29.1,2086,2034,50,34,1,8,1,16,0,0,0,0,1932,2,13
SWE,DF,32,1985,30.3,1862,1547,309,37,0,2,77,266,6,0,5,0,1478,6,36
GER,"FW,DF",27,1991,12.0,529,458,70,7,0,2,70,52,11,1,9,0,393,1,12
BRA,FW,33,1985,6.0,220,205,14,3,0,3,7,1,4,1,3,0,178,1,5
BEL,"FW,MF",25,1993,31.9,1392,1186,198,36,8,23,183,55,104,47,44,1,975,8,38
GER,"MF,DF",28,1990,25.5,1493,1453,37,36,2,21,0,1,0,0,0,0,1340,3,10
GER,DF,28,1990,10.4,809,791,16,14,0,10,1,2,0,0,0,0,726,2,4
SUI,GK,29,1988,34.0,1607,1260,342,78,0,7,0,0,0,0,0,0,1281,5,1
BIH,"FW,MF",19,1999,0.3,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
USA,"FW,MF",25,1992,13.1,301,281,16,0,1,2,10,0,0,0,0,0,228,4,11
GER,MF,28,1989,2.2,107,87,20,7,0,1,22,0,13,4,8,0,71,0,5
BRA,DF,31,1987,12.2,499,477,20,19,0,7,1,1,0,0,0,0,371,2,5
KVX,"MF,FW",20,1998,7.5,321,298,23,12,0,1,31,3,8,5,3,0,234,0,5
JPN,"MF,DF",27,1991,23.7,869,762,101,5,0,5,37,91,3,2,1,0,657,6,25
GER,FW,23,1995,19.1,446,413,30,0,1,0,20,1,0,0,0,0,251,3,8
TOG,"MF,FW",24,1994,11.8,443,396,43,1,2,1,42,36,6,0,6,0,293,4,20
NOR,MF,22,1996,5.1,247,213,34,11,1,0,27,1,21,8,11,1,188,0,8
BRA,FW,29,1989,6.7,152,135,17,1,0,0,3,1,0,0,0,0,97,0,7
CRO,DF,24,1994,7.2,316,286,30,23,0,3,3,7,0,0,0,0,243,0,1
GER,DF,26,1992,11.2,541,423,118,3,0,0,28,115,0,0,0,0,382,0,29
NGA,DF,23,1995,3.5,171,164,7,5,0,1,0,2,0,0,0,0,135,0,6
AUT,DF,25,1992,18.7,1046,989,55,46,1,22,1,9,0,0,0,0,844,2,5
GER,"FW,MF",19,1999,15.7,505,443,59,2,2,0,26,57,0,0,0,0,374,3,26
GER,MF,28,1989,16.3,405,394,9,8,0,2,9,1,0,0,0,0,301,2,16
GER,DF,28,1990,16.3,758,634,121,13,0,3,28,108,0,0,0,0,563,3,21
GER,GK,30,1987,32.0,1242,857,381,86,0,3,0,0,0,0,0,0,881,4,2
CHI,"DF,MF",27,1990,18.4,966,756,203,13,0,3,57,188,2,0,2,0,715,7,31
GER,FW,25,1993,12.4,392,353,36,0,1,2,6,3,0,0,0,0,262,3,16
GER,"MF,FW",30,1987,10.0,269,233,35,10,0,0,18,9,10,7,2,0,184,1,17
NGA,"FW,MF",21,1996,1.7,20,20,0,0,0,0,4,0,0,0,0,0,7,0,4
GER,DF,28,1990,17.6,841,731,106,15,0,11,19,91,0,0,0,0,618,4,15
GER,GK,32,1985,1.0,28,15,13,6,0,0,0,0,0,0,0,0,20,0,0
SUI,MF,31,1987,23.1,1207,1034,169,87,1,3,112,0,80,31,48,1,924,4,17
AUT,GK,25,1992,1.0,26,15,11,3,0,0,0,0,0,0,0,0,19,0,0
USA,"MF,FW",18,2000,0.3,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0
JPN,"MF,FW",23,1994,7.8,162,160,1,0,0,0,9,1,0,0,0,0,110,1,11
GER,MF,22,1996,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
DEN,FW,25,1993,0.2,14,13,1,0,0,0,2,1,0,0,0,0,9,0,1
BRA,MF,23,1995,22.2,1078,1040,36,31,2,6,1,5,0,0,0,0,914,2,20
GER,DF,22,1996,34.0,1733,1644,86,74,0,17,5,12,0,0,0,0,1444,3,25
GER,MF,19,1999,22.9,1201,1149,45,37,0,6,9,7,0,0,0,0,1030,7,22
GER,FW,23,1995,19.3,479,454,22,0,1,1,21,2,0,0,0,0,275,3,22
POL,"FW,DF",18,2000,0.7,19,17,2,0,0,0,2,2,0,0,0,0,13,0,2
NED,DF,23,1995,2.8,187,179,8,6,0,1,0,2,0,0,0,0,168,0,0
SUI,"DF,MF",30,1988,24.1,1332,1271,57,55,2,12,0,2,0,0,0,0,1148,4,8
GER,MF,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NED,"FW,MF",20,1998,10.0,248,236,9,1,0,2,32,6,2,0,0,0,177,3,8
GER,DF,20,1997,12.9,500,472,26,8,0,9,3,18,0,0,0,0,392,2,6
NED,DF,23,1994,23.0,1172,1123,46,46,0,11,5,0,0,0,0,0,1031,3,7
GER,DF,22,1996,6.6,252,199,52,4,0,2,21,48,0,0,0,0,174,1,8
SRB,MF,22,1996,19.8,961,946,10,10,2,7,8,0,0,0,0,0,776,5,15
GER,DF,26,1992,21.4,1140,839,293,40,0,16,125,204,49,5,38,1,825,8,29
AUS,"FW,MF",27,1991,10.5,356,348,6,1,2,3,14,5,0,0,0,0,239,2,15
GER,"DF,MF",21,1997,20.0,898,779,117,12,1,13,52,104,0,0,0,0,649,2,30
GER,DF,23,1995,20.8,1035,1008,23,19,0,7,3,4,0,0,0,0,864,4,10
SVK,MF,23,1994,28.5,1266,1192,69,20,3,12,51,8,37,17,15,0,947,5,41
HUN,"FW,MF",19,1999,1.3,44,44,0,0,0,0,4,0,0,0,0,0,30,0,3
GER,"FW,MF",22,1995,0.8,28,26,2,0,0,0,1,0,0,0,0,0,23,0,0
NOR,MF,31,1987,11.1,576,560,16,12,1,4,8,4,0,0,0,0,494,0,5
SVK,DF,31,1986,2.4,139,114,25,0,0,1,8,25,0,0,0,0,106,0,7
NOR,GK,33,1984,30.5,1160,785,368,89,0,2,0,0,0,0,0,0,702,7,1
CIV,"FW,MF",32,1985,25.7,715,680,27,1,9,3,21,7,0,0,0,0,509,8,26
GER,GK,30,1988,3.5,123,80,43,13,0,0,0,0,0,0,0,0,80,0,0
AUT,"DF,FW",22,1996,30.5,1634,1235,389,68,0,11,156,263,58,12,45,0,1179,10,43
BIH,FW,33,1984,20.1,437,392,45,1,4,7,5,0,0,0,0,0,313,0,9
CZE,MF,27,1990,4.2,238,230,7,4,0,1,5,3,0,0,0,0,204,1,8
MOZ,MF,18,1999,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
CRO,"MF,FW",27,1991,26.6,1077,966,106,20,6,8,92,23,55,24,20,0,820,5,31
GER,DF,29,1989,9.0,507,488,18,14,1,2,2,4,0,0,0,0,416,1,7
AUT,MF,18,1999,0.9,36,36,0,0,0,1,1,0,0,0,0,0,22,0,2
GER,"MF,FW",19,1999,0.3,11,11,0,0,1,0,0,0,0,0,0,0,6,0,0
GER,MF,20,1998,2.7,144,136,8,3,0,1,7,1,4,1,3,0,127,0,2
BIH,DF,28,1990,19.9,1174,1130,41,24,0,5,7,17,0,0,0,0,1034,3,5
AUT,MF,22,1995,26.6,1579,1502,73,58,3,18,14,14,1,0,0,0,1309,4,42
SUI,GK,20,1997,1.0,43,34,8,3,0,0,0,0,0,0,0,0,27,1,0
NOR,"MF,DF",28,1990,5.2,277,261,15,8,0,9,0,7,0,0,0,0,230,1,6
ALG,"FW,MF",26,1992,20.7,463,444,16,0,2,2,19,5,1,0,0,0,323,3,9
BRA,"FW,MF",21,1996,23.7,711,668,36,2,2,3,7,6,0,0,0,0,558,7,22
CUW,DF,24,1994,10.1,517,432,84,4,0,3,39,80,0,0,0,0,404,1,15
NED,"DF,MF",20,1998,1.2,105,101,3,1,0,0,0,2,0,0,0,0,92,1,1
GHA,DF,23,1995,10.0,534,524,9,8,0,5,0,1,0,0,0,0,428,1,6
GER,MF,25,1993,22.4,1423,1250,168,67,12,11,130,19,82,31,45,0,1094,5,21
NGA,DF,23,1995,5.5,269,255,14,8,0,0,0,6,0,0,0,0,228,0,5
GER,DF,26,1991,26.6,1860,1801,56,51,0,9,2,5,0,0,0,0,1658,3,4
GER,MF,24,1993,11.9,478,442,32,7,1,4,43,6,19,9,9,0,356,4,18
GER,"MF,DF",27,1991,0.3,16,13,3,0,0,0,2,3,0,0,0,0,9,0,1
GER,MF,21,1996,8.4,375,360,14,8,2,1,11,6,0,0,0,0,320,1,7
GER,DF,25,1993,28.2,1565,1306,254,7,0,6,129,246,1,0,1,0,1170,5,77
GER,GK,28,1990,33.0,1288,945,339,91,0,9,0,0,0,0,0,0,1023,4,2
CZE,DF,26,1992,27.9,1417,1190,225,9,0,5,99,216,0,0,0,0,1057,2,44
ENG,"MF,FW",18,1999,7.1,245,237,5,0,0,3,12,5,0,0,0,0,201,3,7
AUT,DF,21,1997,15.6,1001,975,24,17,0,3,4,7,0,0,0,0,878,2,11
SUI,"MF,FW",26,1991,6.3,302,285,14,1,2,1,19,12,0,0,0,0,223,3,14
ITA,"MF,FW",25,1993,3.7,185,160,25,1,0,2,26,4,19,11,6,0,123,0,4
HUN,FW,30,1987,18.1,427,384,37,1,0,2,2,0,0,0,0,0,299,6,15
